Opening Rank,Closing Rank,Academic Program Name,Institute,Seat Type,Quota,Gender
93592,95657,"Bio Technology (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Home State,Gender-Neutral
133832,144801,"Bio Technology (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Home State,Gender-Neutral
181197,181197,"Bio Technology (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Home State,Gender-Neutral
227809,227809,"Bio Technology (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",SC,Home State,Gender-Neutral
71886,71886,"Bio Technology (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Female-only (including Supernumerary)
63551,63551,"Bio Technology (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Other State,Gender-Neutral
67323,67751,"Bio Technology (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Other State,Gender-Neutral
184656,184656,"Bio Technology (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",SC,Other State,Gender-Neutral
66369,66369,"Chemical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Home State,Gender-Neutral
118303,118303,"Chemical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Home State,Gender-Neutral
42844,43747,"Chemical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Gender-Neutral
64982,64982,"Chemical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Female-only (including Supernumerary)
46368,46368,"Chemical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Other State,Gender-Neutral
48574,48949,"Chemical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Other State,Gender-Neutral
159906,159906,"Chemical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",SC,Other State,Gender-Neutral
230519,239039,"Chemical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",ST,Other State,Gender-Neutral
160032,160032,"Civil Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",ST,All India,Gender-Neutral
79157,79511,"Civil Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Home State,Gender-Neutral
47577,49053,"Civil Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Gender-Neutral
72793,74954,"Civil Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Female-only (including Supernumerary)
53131,53131,"Civil Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Other State,Gender-Neutral
75916,75916,"Civil Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Other State,Female-only (including Supernumerary)
53833,54237,"Civil Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Other State,Gender-Neutral
79605,80616,"Civil Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Other State,Female-only (including Supernumerary)
189138,189138,"Civil Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",ST,Other State,Gender-Neutral
14482,14482,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Home State,Gender-Neutral
13270,13449,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Gender-Neutral
24358,24358,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Female-only (including Supernumerary)
484857,484857,"Computer Science and Engineering for DASA-CIWG (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,DASA-CIWG,Gender-Neutral
20787,20787,"Data Science and Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Home State,Gender-Neutral
23472,23472,"Data Science and Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Other State,Gender-Neutral
31686,32942,"Electrical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Home State,Gender-Neutral
38551,38551,"Electrical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Home State,Female-only (including Supernumerary)
24397,24397,"Electrical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Gender-Neutral
28790,29039,"Electrical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Other State,Gender-Neutral
26815,26860,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Home State,Gender-Neutral
19503,19503,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Gender-Neutral
30332,30332,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Female-only (including Supernumerary)
20451,20770,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Other State,Gender-Neutral
24167,24167,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Other State,Gender-Neutral
40957,40957,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Other State,Female-only (including Supernumerary)
29556,29556,"Electronics and VLSI Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Home State,Gender-Neutral
33504,33504,"Electronics and VLSI Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Home State,Female-only (including Supernumerary)
20828,21894,"Electronics and VLSI Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Gender-Neutral
31837,31837,"Electronics and VLSI Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Female-only (including Supernumerary)
24378,24378,"Electronics and VLSI Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Other State,Gender-Neutral
75912,78310,"Industrial and Production Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Home State,Gender-Neutral
73433,73433,"Industrial and Production Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Home State,Female-only (including Supernumerary)
100961,100961,"Industrial and Production Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Home State,Gender-Neutral
157977,176977,"Industrial and Production Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Home State,Gender-Neutral
49833,50476,"Industrial and Production Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Gender-Neutral
72657,72657,"Industrial and Production Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Female-only (including Supernumerary)
53717,53717,"Industrial and Production Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Other State,Gender-Neutral
82433,82433,"Industrial and Production Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Other State,Female-only (including Supernumerary)
58391,58443,"Industrial and Production Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Other State,Gender-Neutral
187154,188944,"Industrial and Production Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",SC,Other State,Gender-Neutral
30186,30186,"Information Technology (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Home State,Gender-Neutral
17168,17236,"Information Technology (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Gender-Neutral
17693,18383,"Information Technology (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Other State,Gender-Neutral
41358,41358,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Home State,Gender-Neutral
52736,52736,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Home State,Female-only (including Supernumerary)
29873,30004,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Gender-Neutral
34646,36449,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Other State,Gender-Neutral
235767,235767,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",ST,Other State,Gender-Neutral
25149,25149,"Mathematics and Computing (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Home State,Gender-Neutral
25343,25343,"Mathematics and Computing (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Home State,Gender-Neutral
17622,17635,"Mathematics and Computing (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Gender-Neutral
30330,30330,"Mathematics and Computing (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Female-only (including Supernumerary)
52686,52686,"Mechanical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Home State,Gender-Neutral
64698,64698,"Mechanical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Home State,Female-only (including Supernumerary)
82645,82645,"Mechanical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Home State,Female-only (including Supernumerary)
99424,99424,"Mechanical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Home State,Gender-Neutral
36313,36367,"Mechanical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Gender-Neutral
60734,60803,"Mechanical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Female-only (including Supernumerary)
39245,39502,"Mechanical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Other State,Gender-Neutral
40068,41447,"Mechanical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Other State,Gender-Neutral
76130,76130,"Mechanical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Other State,Female-only (including Supernumerary)
116072,126698,"Textile Technology (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Home State,Gender-Neutral
147714,159551,"Textile Technology (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Home State,Gender-Neutral
142267,142267,"Textile Technology (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Home State,Female-only (including Supernumerary)
219647,220552,"Textile Technology (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Home State,Gender-Neutral
293251,293251,"Textile Technology (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",SC,Home State,Gender-Neutral
60293,61945,"Textile Technology (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Gender-Neutral
64749,64749,"Textile Technology (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Other State,Gender-Neutral
67821,69469,"Textile Technology (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Other State,Gender-Neutral
96038,96038,"Textile Technology (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Other State,Female-only (including Supernumerary)
201830,201830,"Textile Technology (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",SC,Other State,Gender-Neutral
228142,228142,"Textile Technology (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",SC,Other State,Female-only (including Supernumerary)
349299,349299,"Textile Technology (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",ST,Other State,Female-only (including Supernumerary)
1526,1526,"Architecture (5 Years, Bachelor of Architecture)",Malaviya National Institute of Technology Jaipur,EWS,All India,Gender-Neutral
7744,7744,"Architecture (5 Years, Bachelor of Architecture)",Malaviya National Institute of Technology Jaipur,OBC-NCL,Home State,Gender-Neutral
7989,7989,"Architecture (5 Years, Bachelor of Architecture)",Malaviya National Institute of Technology Jaipur,OBC-NCL,Home State,Female-only (including Supernumerary)
991,996,"Architecture (5 Years, Bachelor of Architecture)",Malaviya National Institute of Technology Jaipur,OPEN,Other State,Gender-Neutral
5589,7396,"Architecture (5 Years, Bachelor of Architecture)",Malaviya National Institute of Technology Jaipur,EWS,Other State,Gender-Neutral
2091,2255,"Architecture (5 Years, Bachelor of Architecture)",Malaviya National Institute of Technology Jaipur,OBC-NCL,Other State,Gender-Neutral
1568,1568,"Architecture (5 Years, Bachelor of Architecture)",Malaviya National Institute of Technology Jaipur,OBC-NCL,Other State,Female-only (including Supernumerary)
7921,7921,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,OPEN,Other State,Gender-Neutral
28986,28986,"Chemical Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,OPEN,Home State,Gender-Neutral
36202,36633,"Chemical Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,OBC-NCL,Home State,Gender-Neutral
57867,57867,"Chemical Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,OBC-NCL,Home State,Female-only (including Supernumerary)
28788,28916,"Chemical Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,OPEN,Other State,Gender-Neutral
31879,31879,"Chemical Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,EWS,Other State,Gender-Neutral
226763,226763,"Chemical Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,ST,Other State,Gender-Neutral
41387,41387,"Civil Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,OPEN,Home State,Female-only (including Supernumerary)
32835,32835,"Civil Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,OBC-NCL,Home State,Gender-Neutral
60590,60590,"Civil Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,OBC-NCL,Home State,Female-only (including Supernumerary)
63186,63186,"Civil Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,OPEN,Other State,Female-only (including Supernumerary)
44984,44984,"Civil Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,EWS,Other State,Gender-Neutral
63591,63591,"Civil Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,EWS,Other State,Female-only (including Supernumerary)
43355,43355,"Civil Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,OBC-NCL,Other State,Gender-Neutral
7144,7144,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,EWS,Other State,Gender-Neutral
233197,233197,"Computer Science and Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,OPEN,DASA-CIWG,Gender-Neutral
463786,494231,"Computer Science and Engineering for DASA-Non CIWG (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,OPEN,DASA-Non CIWG,Gender-Neutral
22904,22904,"Electrical Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,OBC-NCL,Home State,Gender-Neutral
17097,17464,"Electrical Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,OPEN,Other State,Gender-Neutral
19978,20213,"Electrical Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,EWS,Other State,Gender-Neutral
90230,90230,"Electrical Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,SC,Other State,Gender-Neutral
1060828,1060828,"Electrical Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,OPEN,DASA-CIWG,Gender-Neutral
11260,11260,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,OPEN,Home State,Gender-Neutral
13169,13169,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,EWS,Home State,Gender-Neutral
16126,16126,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,OBC-NCL,Home State,Gender-Neutral
10601,10601,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,OPEN,Other State,Gender-Neutral
17094,17094,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,OBC-NCL,Other State,Gender-Neutral
51829,51829,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,SC,Other State,Gender-Neutral
338394,338394,"Electronics and Communication Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,OPEN,DASA-CIWG,Gender-Neutral
22275,22275,"Mechanical Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,OPEN,Home State,Gender-Neutral
29817,29817,"Mechanical Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,OBC-NCL,Home State,Gender-Neutral
24960,25543,"Mechanical Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,OPEN,Other State,Gender-Neutral
36908,36908,"Mechanical Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,OPEN,Other State,Female-only (including Supernumerary)
1241053,1241053,"Mechanical Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,EWS (PwD),Other State,Gender-Neutral
31156,31251,"Mechanical Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,OBC-NCL,Other State,Gender-Neutral
54636,54636,"Mechanical Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,OBC-NCL,Other State,Female-only (including Supernumerary)
108866,108866,"Mechanical Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,SC,Other State,Gender-Neutral
549382,563932,"Mechanical Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,OPEN,DASA-CIWG,Gender-Neutral
37028,38526,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,OPEN,Home State,Gender-Neutral
41933,41933,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,EWS,Home State,Gender-Neutral
43762,45358,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,OBC-NCL,Home State,Gender-Neutral
38458,38458,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,OPEN,Other State,Gender-Neutral
47421,47421,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,OBC-NCL,Other State,Gender-Neutral
68950,68950,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Malaviya National Institute of Technology Jaipur,OBC-NCL,Other State,Female-only (including Supernumerary)
5771,5771,"Architecture (5 Years, Bachelor of Architecture)",Maulana Azad National Institute of Technology Bhopal,ST,All India,Gender-Neutral
3883,3883,"Architecture (5 Years, Bachelor of Architecture)",Maulana Azad National Institute of Technology Bhopal,OPEN,Home State,Gender-Neutral
23913,28735,"Architecture (5 Years, Bachelor of Architecture)",Maulana Azad National Institute of Technology Bhopal,OBC-NCL,Home State,Gender-Neutral
1258,1284,"Architecture (5 Years, Bachelor of Architecture)",Maulana Azad National Institute of Technology Bhopal,OPEN,Other State,Gender-Neutral
962,962,"Architecture (5 Years, Bachelor of Architecture)",Maulana Azad National Institute of Technology Bhopal,OPEN,Other State,Female-only (including Supernumerary)
8219,8219,"Architecture (5 Years, Bachelor of Architecture)",Maulana Azad National Institute of Technology Bhopal,EWS,Other State,Gender-Neutral
2621,3045,"Architecture (5 Years, Bachelor of Architecture)",Maulana Azad National Institute of Technology Bhopal,OBC-NCL,Other State,Gender-Neutral
6553,6553,"Architecture (5 Years, Bachelor of Architecture)",Maulana Azad National Institute of Technology Bhopal,SC,Other State,Gender-Neutral
11630,11630,"Architecture (5 Years, Bachelor of Architecture)",Maulana Azad National Institute of Technology Bhopal,ST,Other State,Gender-Neutral
6303,6303,"Architecture (5 Years, Bachelor of Architecture)",Maulana Azad National Institute of Technology Bhopal,ST,Other State,Female-only (including Supernumerary)
44849,45466,"Chemical Engineering (4 Years, Bachelor of Technology)",Maulana Azad National Institute of Technology Bhopal,OPEN,Home State,Gender-Neutral
46377,46377,"Chemical Engineering (4 Years, Bachelor of Technology)",Maulana Azad National Institute of Technology Bhopal,EWS,Home State,Gender-Neutral
52813,52813,"Chemical Engineering (4 Years, Bachelor of Technology)",Maulana Azad National Institute of Technology Bhopal,OBC-NCL,Home State,Gender-Neutral
91932,91932,"Chemical Engineering (4 Years, Bachelor of Technology)",Maulana Azad National Institute of Technology Bhopal,OBC-NCL,Home State,Female-only (including Supernumerary)
37693,37693,"Chemical Engineering (4 Years, Bachelor of Technology)",Maulana Azad National Institute of Technology Bhopal,OPEN,Other State,Gender-Neutral
43396,43396,"Chemical Engineering (4 Years, Bachelor of Technology)",Maulana Azad National Institute of Technology Bhopal,EWS,Other State,Gender-Neutral
44170,45591,"Chemical Engineering (4 Years, Bachelor of Technology)",Maulana Azad National Institute of Technology Bhopal,OBC-NCL,Other State,Gender-Neutral
76140,77822,"Chemical Engineering (4 Years, Bachelor of Technology)",Maulana Azad National Institute of Technology Bhopal,OBC-NCL,Other State,Female-only (including Supernumerary)
51001,51350,"Civil Engineering (4 Years, Bachelor of Technology)",Maulana Azad National Institute of Technology Bhopal,OPEN,Home State,Gender-Neutral
58342,65976,"Civil Engineering (4 Years, Bachelor of Technology)",Maulana Azad National Institute of Technology Bhopal,EWS,Home State,Gender-Neutral
57389,59146,"Civil Engineering (4 Years, Bachelor of Technology)",Maulana Azad National Institute of Technology Bhopal,OBC-NCL,Home State,Gender-Neutral
46547,47175,"Civil Engineering (4 Years, Bachelor of Technology)",Maulana Azad National Institute of Technology Bhopal,OPEN,Other State,Gender-Neutral
50957,50957,"Civil Engineering (4 Years, Bachelor of Technology)",Maulana Azad National Institute of Technology Bhopal,EWS,Other State,Gender-Neutral
54164,54164,"Civil Engineering (4 Years, Bachelor of Technology)",Maulana Azad National Institute of Technology Bhopal,OBC-NCL,Other State,Gender-Neutral
61682,61682,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Maulana Azad National Institute of Technology Bhopal,SC,Home State,Gender-Neutral
9222,10596,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Maulana Azad National Institute of Technology Bhopal,OPEN,Other State,Gender-Neutral
12823,12823,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Maulana Azad National Institute of Technology Bhopal,EWS,Other State,Gender-Neutral
13843,13843,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Maulana Azad National Institute of Technology Bhopal,OBC-NCL,Other State,Gender-Neutral
25861,25861,"Electrical Engineering (4 Years, Bachelor of Technology)",Maulana Azad National Institute of Technology Bhopal,OPEN,Home State,Gender-Neutral
27877,27877,"Electrical Engineering (4 Years, Bachelor of Technology)",Maulana Azad National Institute of Technology Bhopal,EWS,Home State,Gender-Neutral
122619,122619,"Electrical Engineering (4 Years, Bachelor of Technology)",Maulana Azad National Institute of Technology Bhopal,SC,Home State,Gender-Neutral
23451,23517,"Electrical Engineering (4 Years, Bachelor of Technology)",Maulana Azad National Institute of Technology Bhopal,OPEN,Other State,Gender-Neutral
36197,36197,"Electrical Engineering (4 Years, Bachelor of Technology)",Maulana Azad National Institute of Technology Bhopal,OPEN,Other State,Female-only (including Supernumerary)
27413,27413,"Electrical Engineering (4 Years, Bachelor of Technology)",Maulana Azad National Institute of Technology Bhopal,EWS,Other State,Gender-Neutral
28168,28492,"Electrical Engineering (4 Years, Bachelor of Technology)",Maulana Azad National Institute of Technology Bhopal,OBC-NCL,Other State,Gender-Neutral
18781,18781,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Maulana Azad National Institute of Technology Bhopal,OPEN,Home State,Gender-Neutral
20703,20703,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Maulana Azad National Institute of Technology Bhopal,EWS,Home State,Gender-Neutral
74293,74293,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Maulana Azad National Institute of Technology Bhopal,SC,Home State,Gender-Neutral
16513,16513,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Maulana Azad National Institute of Technology Bhopal,OPEN,Other State,Gender-Neutral
25334,25334,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Maulana Azad National Institute of Technology Bhopal,OPEN,Other State,Female-only (including Supernumerary)
19267,19267,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Maulana Azad National Institute of Technology Bhopal,EWS,Other State,Gender-Neutral
22252,22252,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Maulana Azad National Institute of Technology Bhopal,OBC-NCL,Other State,Gender-Neutral
