Opening Rank,Closing Rank,Academic Program Name,Institute,Seat Type,Quota,Gender
75226,93340,"Mining Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Raipur,OPEN,Other State,Female-only (including Supernumerary)
66431,69669,"Mining Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Raipur,EWS,Other State,Gender-Neutral
97101,97101,"Mining Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Raipur,EWS,Other State,Female-only (including Supernumerary)
69666,73797,"Mining Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Raipur,OBC-NCL,Other State,Gender-Neutral
96511,98380,"Mining Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Raipur,OBC-NCL,Other State,Female-only (including Supernumerary)
174315,198468,"Mining Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Raipur,SC,Other State,Gender-Neutral
208939,208939,"Mining Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Raipur,SC,Other State,Female-only (including Supernumerary)
245921,252104,"Mining Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Raipur,ST,Other State,Gender-Neutral
14792,38858,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OPEN,Other State,Gender-Neutral
55589,55589,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OPEN,Other State,Female-only (including Supernumerary)
41523,42422,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OBC-NCL,Other State,Gender-Neutral
67035,67035,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OBC-NCL,Other State,Female-only (including Supernumerary)
138195,138195,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,SC,Other State,Gender-Neutral
208190,208190,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,SC,Other State,Female-only (including Supernumerary)
73146,73282,"Civil Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OBC-NCL,All India,Gender-Neutral
120428,120428,"Civil Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OBC-NCL,All India,Female-only (including Supernumerary)
186212,201943,"Civil Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,SC,All India,Gender-Neutral
690381,718833,"Civil Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OPEN,Home State,Gender-Neutral
401249,401249,"Civil Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OPEN,Home State,Female-only (including Supernumerary)
60284,72894,"Civil Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OPEN,Other State,Gender-Neutral
105144,105144,"Civil Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OPEN,Other State,Female-only (including Supernumerary)
73640,74371,"Civil Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OBC-NCL,Other State,Gender-Neutral
121571,121571,"Civil Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OBC-NCL,Other State,Female-only (including Supernumerary)
202085,203540,"Civil Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,SC,Other State,Gender-Neutral
243688,243688,"Civil Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,SC,Other State,Female-only (including Supernumerary)
447570,454935,"Computer Science and Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,SC,Home State,Gender-Neutral
27176,30684,"Computer Science and Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OPEN,Other State,Gender-Neutral
35413,54822,"Computer Science and Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OPEN,Other State,Female-only (including Supernumerary)
34386,35399,"Computer Science and Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OBC-NCL,Other State,Gender-Neutral
66622,66622,"Computer Science and Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OBC-NCL,Other State,Female-only (including Supernumerary)
116425,141100,"Computer Science and Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,SC,Other State,Gender-Neutral
161494,161494,"Computer Science and Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,SC,Other State,Female-only (including Supernumerary)
93519,93519,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OBC-NCL,All India,Female-only (including Supernumerary)
172186,178298,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,SC,All India,Gender-Neutral
149559,552203,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OPEN,Home State,Gender-Neutral
787295,787295,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OBC-NCL,Home State,Gender-Neutral
40693,50534,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OPEN,Other State,Gender-Neutral
76809,76809,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OPEN,Other State,Female-only (including Supernumerary)
50678,53978,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OBC-NCL,Other State,Gender-Neutral
95512,95512,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OBC-NCL,Other State,Female-only (including Supernumerary)
181759,182389,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,SC,Other State,Gender-Neutral
218971,218971,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,SC,Other State,Female-only (including Supernumerary)
230577,230577,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,ST,Other State,Gender-Neutral
113032,128761,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OPEN,Home State,Gender-Neutral
364986,364986,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OBC-NCL,Home State,Gender-Neutral
623504,623504,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,SC,Home State,Gender-Neutral
42034,46296,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OPEN,Other State,Gender-Neutral
63270,63270,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OPEN,Other State,Female-only (including Supernumerary)
46567,46641,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OBC-NCL,Other State,Gender-Neutral
83776,83776,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OBC-NCL,Other State,Female-only (including Supernumerary)
857322,857322,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OBC-NCL (PwD),Other State,Gender-Neutral
152341,152341,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,SC,Other State,Gender-Neutral
224231,224231,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,SC,Other State,Female-only (including Supernumerary)
60565,62802,"Mechanical Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OBC-NCL,All India,Gender-Neutral
110065,110065,"Mechanical Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OBC-NCL,All India,Female-only (including Supernumerary)
182749,182749,"Mechanical Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,SC,All India,Gender-Neutral
657515,661853,"Mechanical Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OPEN,Home State,Gender-Neutral
605442,605442,"Mechanical Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OPEN,Home State,Female-only (including Supernumerary)
1152853,1152853,"Mechanical Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OBC-NCL,Home State,Gender-Neutral
51281,59837,"Mechanical Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OPEN,Other State,Gender-Neutral
77995,82929,"Mechanical Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OPEN,Other State,Female-only (including Supernumerary)
63088,65317,"Mechanical Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OBC-NCL,Other State,Gender-Neutral
117655,117655,"Mechanical Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,OBC-NCL,Other State,Female-only (including Supernumerary)
192875,195030,"Mechanical Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Sikkim,SC,Other State,Gender-Neutral
89737,89737,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,OBC-NCL,All India,Gender-Neutral
220822,220822,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,SC,All India,Gender-Neutral
386029,413689,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,ST,All India,Gender-Neutral
422529,422529,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,ST,All India,Female-only (including Supernumerary)
647755,647755,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,OPEN,Home State,Gender-Neutral
70944,79886,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,OPEN,Other State,Gender-Neutral
140270,142267,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,OPEN,Other State,Female-only (including Supernumerary)
90474,90474,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,EWS,Other State,Gender-Neutral
92825,93928,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,OBC-NCL,Other State,Gender-Neutral
153428,153428,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,OBC-NCL,Other State,Female-only (including Supernumerary)
229709,229709,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,SC,Other State,Gender-Neutral
417363,417363,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,ST,Other State,Gender-Neutral
891001,891001,"Civil Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,SC,Home State,Gender-Neutral
267942,489918,"Civil Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,ST,Home State,Gender-Neutral
378527,413616,"Civil Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,ST,Home State,Female-only (including Supernumerary)
65713,75908,"Civil Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,OPEN,Other State,Gender-Neutral
110547,113163,"Civil Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,OPEN,Other State,Female-only (including Supernumerary)
84062,87262,"Civil Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,EWS,Other State,Gender-Neutral
80128,82069,"Civil Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,OBC-NCL,Other State,Gender-Neutral
121930,126665,"Civil Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,OBC-NCL,Other State,Female-only (including Supernumerary)
201830,213222,"Civil Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,SC,Other State,Gender-Neutral
272766,296700,"Civil Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,ST,Other State,Gender-Neutral
172207,185400,"Computer Science and Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,ST,All India,Gender-Neutral
78084,103178,"Computer Science and Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,OPEN,Home State,Gender-Neutral
297296,528521,"Computer Science and Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,ST,Home State,Gender-Neutral
708234,708234,"Computer Science and Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,ST,Home State,Female-only (including Supernumerary)
35415,41713,"Computer Science and Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,OPEN,Other State,Gender-Neutral
59440,69898,"Computer Science and Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,OPEN,Other State,Female-only (including Supernumerary)
47060,49757,"Computer Science and Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,EWS,Other State,Gender-Neutral
44230,45405,"Computer Science and Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,OBC-NCL,Other State,Gender-Neutral
78335,85144,"Computer Science and Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,OBC-NCL,Other State,Female-only (including Supernumerary)
125896,153269,"Computer Science and Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,SC,Other State,Gender-Neutral
202692,218077,"Computer Science and Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,ST,Other State,Gender-Neutral
222322,319765,"Electrical Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,ST,All India,Gender-Neutral
390777,390777,"Electrical Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,ST,All India,Female-only (including Supernumerary)
53573,64520,"Electrical Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,OPEN,Other State,Gender-Neutral
75619,85045,"Electrical Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,OPEN,Other State,Female-only (including Supernumerary)
66735,66822,"Electrical Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,EWS,Other State,Gender-Neutral
65901,67778,"Electrical Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,OBC-NCL,Other State,Gender-Neutral
98984,98984,"Electrical Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,OBC-NCL,Other State,Female-only (including Supernumerary)
159362,159362,"Electrical Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,SC,Other State,Gender-Neutral
324133,349213,"Electrical Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,ST,Other State,Gender-Neutral
264465,303651,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,ST,All India,Gender-Neutral
323757,386043,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,ST,All India,Female-only (including Supernumerary)
123179,123179,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,OPEN,Home State,Gender-Neutral
256143,256143,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,OBC-NCL,Home State,Gender-Neutral
514225,514225,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,SC,Home State,Gender-Neutral
42269,52458,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,OPEN,Other State,Gender-Neutral
65545,78071,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,OPEN,Other State,Female-only (including Supernumerary)
53870,57001,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,EWS,Other State,Gender-Neutral
53890,56055,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,OBC-NCL,Other State,Gender-Neutral
85282,85282,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,OBC-NCL,Other State,Female-only (including Supernumerary)
1046046,1046046,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,OBC-NCL (PwD),Other State,Gender-Neutral
164279,167801,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,SC,Other State,Gender-Neutral
241146,241146,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,SC,Other State,Female-only (including Supernumerary)
303841,304134,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,ST,Other State,Gender-Neutral
233689,380614,"Mechanical Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,ST,All India,Gender-Neutral
390149,444277,"Mechanical Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,ST,All India,Female-only (including Supernumerary)
64686,71123,"Mechanical Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,OPEN,Other State,Gender-Neutral
86049,90797,"Mechanical Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,OPEN,Other State,Female-only (including Supernumerary)
71451,74136,"Mechanical Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,EWS,Other State,Gender-Neutral
71995,77100,"Mechanical Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,OBC-NCL,Other State,Gender-Neutral
114060,114060,"Mechanical Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,OBC-NCL,Other State,Female-only (including Supernumerary)
194687,194687,"Mechanical Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,SC,Other State,Gender-Neutral
260309,260309,"Mechanical Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,SC,Other State,Female-only (including Supernumerary)
383045,383832,"Mechanical Engineering (4 Years, Bachelor of Technology)",National Institute of Technology Arunachal Pradesh,ST,Other State,Gender-Neutral
40800,51309,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OPEN,Home State,Gender-Neutral
84705,84705,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OPEN,Home State,Female-only (including Supernumerary)
68354,68354,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",EWS,Home State,Gender-Neutral
51992,61452,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OBC-NCL,Home State,Gender-Neutral
91039,94825,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OBC-NCL,Home State,Female-only (including Supernumerary)
215379,215379,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",SC,Home State,Gender-Neutral
293180,293180,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",SC,Home State,Female-only (including Supernumerary)
40119,43758,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OPEN,Other State,Gender-Neutral
62438,62438,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OPEN,Other State,Female-only (including Supernumerary)
44883,47114,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",EWS,Other State,Gender-Neutral
76686,76686,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",EWS,Other State,Female-only (including Supernumerary)
47717,50823,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OBC-NCL,Other State,Gender-Neutral
76236,83189,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OBC-NCL,Other State,Female-only (including Supernumerary)
146174,156013,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",SC,Other State,Gender-Neutral
196544,196544,"Civil Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",SC,Other State,Female-only (including Supernumerary)
10566,12074,"Computer Science and Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OPEN,Home State,Gender-Neutral
85060,85060,"Computer Science and Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",SC,Home State,Gender-Neutral
182535,182535,"Computer Science and Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",ST,Home State,Female-only (including Supernumerary)
7602,10224,"Computer Science and Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OPEN,Other State,Gender-Neutral
18965,19521,"Computer Science and Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OPEN,Other State,Female-only (including Supernumerary)
10971,12384,"Computer Science and Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",EWS,Other State,Gender-Neutral
27697,27697,"Computer Science and Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",EWS,Other State,Female-only (including Supernumerary)
11869,12095,"Computer Science and Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OBC-NCL,Other State,Gender-Neutral
24616,24616,"Computer Science and Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OBC-NCL,Other State,Female-only (including Supernumerary)
110563,110563,"Computer Science and Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",SC,Other State,Female-only (including Supernumerary)
87558,87558,"Computer Science and Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",ST,Other State,Gender-Neutral
229320,386800,"Computer Science and Engineering for DASA-CIWG (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OPEN,DASA-CIWG,Gender-Neutral
412531,1245851,"Computer Science and Engineering for DASA-Non CIWG (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OPEN,DASA-Non CIWG,Gender-Neutral
1321451,1321451,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OPEN (PwD),Home State,Female-only (including Supernumerary)
27963,27963,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",EWS,Home State,Gender-Neutral
24783,24783,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OBC-NCL,Home State,Gender-Neutral
133142,133142,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",SC,Home State,Gender-Neutral
205312,205312,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",ST,Home State,Gender-Neutral
17742,21205,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OPEN,Other State,Gender-Neutral
33106,33271,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OPEN,Other State,Female-only (including Supernumerary)
22129,22366,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",EWS,Other State,Gender-Neutral
39677,39677,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",EWS,Other State,Female-only (including Supernumerary)
24181,25170,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OBC-NCL,Other State,Gender-Neutral
43982,52255,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OBC-NCL,Other State,Female-only (including Supernumerary)
93874,93874,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",SC,Other State,Gender-Neutral
134135,134135,"Electrical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",SC,Other State,Female-only (including Supernumerary)
13888,15475,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OPEN,Home State,Gender-Neutral
19308,19308,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OBC-NCL,Home State,Gender-Neutral
116744,131690,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",SC,Home State,Gender-Neutral
152218,192080,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",ST,Home State,Gender-Neutral
12000,15278,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OPEN,Other State,Gender-Neutral
21192,26104,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OPEN,Other State,Female-only (including Supernumerary)
15376,16735,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",EWS,Other State,Gender-Neutral
17584,20332,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OBC-NCL,Other State,Gender-Neutral
39826,39826,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OBC-NCL,Other State,Female-only (including Supernumerary)
473691,587044,"Electronics and Communication Engineering for DASA-CIWG (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OPEN,DASA-CIWG,Gender-Neutral
24197,24197,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OPEN,Home State,Gender-Neutral
58488,58488,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OPEN,Home State,Female-only (including Supernumerary)
38692,38692,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",EWS,Home State,Gender-Neutral
33105,34305,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OBC-NCL,Home State,Gender-Neutral
75018,75018,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OBC-NCL,Home State,Female-only (including Supernumerary)
22708,23774,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OPEN,Other State,Gender-Neutral
37626,37626,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OPEN,Other State,Female-only (including Supernumerary)
28757,28757,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",EWS,Other State,Gender-Neutral
30182,31946,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OBC-NCL,Other State,Gender-Neutral
57295,57295,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OBC-NCL,Other State,Female-only (including Supernumerary)
110615,110615,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",SC,Other State,Gender-Neutral
172646,172646,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",SC,Other State,Female-only (including Supernumerary)
163524,163524,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",ST,Other State,Gender-Neutral
24693,34528,"Mechanical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OPEN,Home State,Gender-Neutral
62623,68605,"Mechanical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OPEN,Home State,Female-only (including Supernumerary)
36416,43970,"Mechanical Engineering (4 Years, Bachelor of Technology)","National Institute of Technology, Jamshedpur",OBC-NCL,Home State,Gender-Neutral
