institute,program,round,opening_rank,closing_rank,seat_type,quota,category
"Netaji Subhas Engineering College, Garia, Kolkata",Computer Science & Engineering - TFW,Round 2,9711,9711,WBJEE Seats,Home State,Tuition Fee Waiver
"Netaji Subhas Engineering College, Garia, Kolkata",Electronics & Communication Engineering,Round 2,53635,98845,WBJEE Seats,All India,Open
"Netaji Subhas Engineering College, Garia, Kolkata",Electronics & Communication Engineering (TFW),Round 2,16761,16761,WBJEE Seats,Home State,Tuition Fee Waiver
"Netaji Subhas Engineering College, Garia, Kolkata",Biomedical Engineering (TFW),Round 2,39427,44301,WBJEE Seats,Home State,Tuition Fee Waiver
"Netaji Subhas Engineering College, Garia, Kolkata",COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,Round 2,56475,97916,WBJEE Seats,All India,Open
"Netaji Subhas Engineering College, Garia, Kolkata",Computer Science & Engineering (Cyber Security),Round 2,59091,93900,WBJEE Seats,All India,Open
"Netaji Subhas Engineering College, Garia, Kolkata",Computer Science & Engineering (Cyber Security) (TFW),Round 2,17240,17240,WBJEE Seats,Home State,Tuition Fee Waiver
"Netaji Subhas Engineering College, Garia, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning),Round 2,45228,98217,WBJEE Seats,All India,Open
"Netaji Subhas Engineering College, Garia, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning)  (TFW),Round 2,14399,14892,WBJEE Seats,Home State,Tuition Fee Waiver
"Netaji Subhas Engineering College, Garia, Kolkata",Computer Science & Engineering (Data Science),Round 2,51721,97268,WBJEE Seats,All India,Open
"Netaji Subhas Engineering College, Garia, Kolkata",Computer Science & Engineering (Data Science)  (TFW),Round 2,14909,14909,WBJEE Seats,Home State,Tuition Fee Waiver
"Netaji Subhas Engineering College, Garia, Kolkata",Computer Science And Business System,Round 2,71395,93775,WBJEE Seats,All India,Open
"Netaji Subhas Engineering College, Garia, Kolkata",Computer Science And Business System  (TFW),Round 2,15688,16555,WBJEE Seats,Home State,Tuition Fee Waiver
"Netaji Subhas Engineering College, Garia, Kolkata",ARTIFICIAL INTELLIGENCE (AI) AND DATA SCIENCE,Round 2,54976,87773,WBJEE Seats,All India,Open
"Netaji Subhas Engineering College, Garia, Kolkata",ARTIFICIAL INTELLIGENCE (AI) AND DATA SCIENCE - TFW,Round 2,16684,16684,WBJEE Seats,Home State,Tuition Fee Waiver
"Netaji Subhas Engineering College, Garia, Kolkata",COMPUTER SCIENCE AND INFORMATION TECHNOLOGY-TFW,Round 2,14788,14788,WBJEE Seats,Home State,Tuition Fee Waiver
"Cooch Behar Government Engineering College, Cooch Behar",Electrical Engineering,Round 2,16974,21526,WBJEE Seats,Home State,OBC - B
"Cooch Behar Government Engineering College, Cooch Behar",Electrical Engineering,Round 2,31312,41973,WBJEE Seats,Home State,EWS
"Cooch Behar Government Engineering College, Cooch Behar",Electrical Engineering,Round 2,7718,16230,WBJEE Seats,Home State,Open
"Cooch Behar Government Engineering College, Cooch Behar",Electrical Engineering,Round 2,23383,27018,WBJEE Seats,Home State,SC
"Cooch Behar Government Engineering College, Cooch Behar",Electrical Engineering,Round 2,98118,98118,WBJEE Seats,Home State,ST
"Cooch Behar Government Engineering College, Cooch Behar",Mechanical Engineering,Round 2,27310,32068,WBJEE Seats,Home State,OBC - A
"Cooch Behar Government Engineering College, Cooch Behar",Mechanical Engineering,Round 2,21717,22664,WBJEE Seats,Home State,OBC - B
"Cooch Behar Government Engineering College, Cooch Behar",Mechanical Engineering,Round 2,34559,58347,WBJEE Seats,Home State,EWS
"Netaji Subhas Engineering College, Garia, Kolkata",ELECTRICAL & COMPUTER ENGINEERING (TFW),Round 2,18985,20625,WBJEE Seats,Home State,Tuition Fee Waiver
"Netaji Subhas Engineering College, Garia, Kolkata",COMPUTER SCIENCE & ENGINEERING (INTERNET OF THINGS) (TFW),Round 2,15950,15950,WBJEE Seats,Home State,Tuition Fee Waiver
"NETAJI SUBHASH CHANDRA BOSE INSTITUTE OF PHARMACY ,CHAKDAH, NADIA",B.Pharm/Pharmaceutical Technology,Round 2,77102,100185,WBJEE Seats,All India,Open
"Nshm Knowledge Campus, Durgapur Group of Institutions",Computer Science & Engineering - TFW,Round 2,36982,43384,WBJEE Seats,Home State,Tuition Fee Waiver
"Nshm Knowledge Campus, Durgapur Group of Institutions",Computer Science & Engineering (Artificial Intelligence)  (TFW),Round 2,38814,38814,WBJEE Seats,Home State,Tuition Fee Waiver
"NSHM KNOWLEDGE CAMPUS, KOLKATA GROUP OF INSTITUTIONS, KOLKATA",B.Pharm/Pharmaceutical Technology,Round 2,34235,50352,WBJEE Seats,All India,Open
"NSHM KNOWLEDGE CAMPUS, KOLKATA GROUP OF INSTITUTIONS, KOLKATA",B.Pharm/Pharmaceutical Technology (TFW),Round 2,9991,10218,WBJEE Seats,Home State,Tuition Fee Waiver
"Rcc Institute of Information Technology, Kolkata",Electrical Engineering (TFW),Round 2,35547,36120,WBJEE Seats,Home State,Tuition Fee Waiver
"Rcc Institute of Information Technology, Kolkata",Information Technology,Round 2,64824,92651,WBJEE Seats,All India,Open
"Rcc Institute of Information Technology, Kolkata",Information Technology (TFW),Round 2,20531,25107,WBJEE Seats,Home State,Tuition Fee Waiver
"Rcc Institute of Information Technology, Kolkata",Computer Science & Engineering,Round 2,29250,49397,WBJEE Seats,All India,Open
"Rcc Institute of Information Technology, Kolkata",Computer Science & Engineering,Round 2,70838,88544,WBJEE Seats,Home State,OBC - B
"Cooch Behar Government Engineering College, Cooch Behar",Mechanical Engineering,Round 2,16419,21033,WBJEE Seats,Home State,Open
"Adamas University, Barasat",B.Pharm/Pharmaceutical Technology,Round 2,95058,99447,WBJEE Seats,All India,Open
"Cooch Behar Government Engineering College, Cooch Behar",Mechanical Engineering,Round 2,25856,32659,WBJEE Seats,Home State,SC
"Cooch Behar Government Engineering College, Cooch Behar",Mechanical Engineering (TFW),Round 2,15078,17975,WBJEE Seats,Home State,Tuition Fee Waiver
"Cooch Behar Government Engineering College, Cooch Behar",Computer Science & Engineering,Round 2,14566,18265,WBJEE Seats,Home State,OBC - A
"Cooch Behar Government Engineering College, Cooch Behar",Computer Science & Engineering,Round 2,11116,12671,WBJEE Seats,Home State,OBC - B
"Cooch Behar Government Engineering College, Cooch Behar",Computer Science & Engineering,Round 2,19642,22971,WBJEE Seats,Home State,EWS
"Cooch Behar Government Engineering College, Cooch Behar",Computer Science & Engineering,Round 2,8328,9651,WBJEE Seats,Home State,Open
"Cooch Behar Government Engineering College, Cooch Behar",Computer Science & Engineering,Round 2,83074,83074,WBJEE Seats,Home State,Open (PwD)
"Cooch Behar Government Engineering College, Cooch Behar",Computer Science & Engineering,Round 2,18365,21579,WBJEE Seats,Home State,SC
"Cooch Behar Government Engineering College, Cooch Behar",Computer Science & Engineering,Round 2,65125,81014,WBJEE Seats,Home State,ST
"Cooch Behar Government Engineering College, Cooch Behar",Computer Science & Engineering - TFW,Round 2,6428,6428,WBJEE Seats,Home State,Tuition Fee Waiver
"Cooch Behar Government Engineering College, Cooch Behar",Electronics & Communication Engineering,Round 2,22425,24021,WBJEE Seats,Home State,OBC - A
"Cooch Behar Government Engineering College, Cooch Behar",Electronics & Communication Engineering,Round 2,14713,16823,WBJEE Seats,Home State,OBC - B
"Cooch Behar Government Engineering College, Cooch Behar",Electronics & Communication Engineering,Round 2,16752,29740,WBJEE Seats,Home State,EWS
"Cooch Behar Government Engineering College, Cooch Behar",Electronics & Communication Engineering,Round 2,10331,13532,WBJEE Seats,Home State,Open
"Cooch Behar Government Engineering College, Cooch Behar",Electronics & Communication Engineering,Round 2,21840,25090,WBJEE Seats,Home State,SC
"Rcc Institute of Information Technology, Kolkata",Computer Science & Engineering,Round 2,79224,84803,WBJEE Seats,Home State,SC
"Rcc Institute of Information Technology, Kolkata",Computer Science & Engineering - TFW,Round 2,16283,17609,WBJEE Seats,Home State,Tuition Fee Waiver
"Rcc Institute of Information Technology, Kolkata",Electronics & Communication Engineering (TFW),Round 2,26486,33801,WBJEE Seats,Home State,Tuition Fee Waiver
"Rcc Institute of Information Technology, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning),Round 2,37286,57594,WBJEE Seats,All India,Open
"Rcc Institute of Information Technology, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning),Round 2,97805,97805,WBJEE Seats,Home State,SC
"Rcc Institute of Information Technology, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning)  (TFW),Round 2,21929,21929,WBJEE Seats,Home State,Tuition Fee Waiver
"Regent Education and Research Foundation, Barasat, Kolkata",Computer Science & Engineering - TFW,Round 2,34785,38181,WBJEE Seats,Home State,Tuition Fee Waiver
"Regent Education and Research Foundation, Barasat, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning)  (TFW),Round 2,44344,44344,WBJEE Seats,Home State,Tuition Fee Waiver
"Sanaka Education Trusts Group of Institutions, Durgapur, Burdwan",Computer Science & Engineering - TFW,Round 2,40696,43814,WBJEE Seats,Home State,Tuition Fee Waiver
"Sanaka Education Trusts Group of Institutions, Durgapur, Burdwan",Computer Science & Engineering (Artificial Intelligence And Machine Learning)  (TFW),Round 2,46891,48082,WBJEE Seats,Home State,Tuition Fee Waiver
"Seacom Engineering College, Sankrail, Howrah",Computer Science & Engineering - TFW,Round 2,39434,39434,WBJEE Seats,Home State,Tuition Fee Waiver
"Seacom Engineering College, Sankrail, Howrah",Computer Science & Engineering (Artificial Intelligence And Machine Learning)  (TFW),Round 2,44618,44618,WBJEE Seats,Home State,Tuition Fee Waiver
"Siliguri Institute of Technology, Siliguri",Computer Science & Engineering - TFW,Round 2,32504,40353,WBJEE Seats,Home State,Tuition Fee Waiver
"Siliguri Institute of Technology, Siliguri",Electronics & Communication Engineering (TFW),Round 2,40849,44529,WBJEE Seats,Home State,Tuition Fee Waiver
"Cooch Behar Government Engineering College, Cooch Behar",Electronics & Communication Engineering,Round 2,93754,93754,WBJEE Seats,Home State,ST
"Cooch Behar Government Engineering College, Cooch Behar",Electronics & Communication Engineering (TFW),Round 2,13221,13736,WBJEE Seats,Home State,Tuition Fee Waiver
"Goverment College of Engineering and Leather Technology, Kolkata",Information Technology,Round 2,14003,16082,WBJEE Seats,Home State,OBC - A
"Goverment College of Engineering and Leather Technology, Kolkata",Information Technology,Round 2,8902,10525,WBJEE Seats,Home State,OBC - B
"Goverment College of Engineering and Leather Technology, Kolkata",Information Technology,Round 2,14698,15741,WBJEE Seats,Home State,EWS
"Goverment College of Engineering and Leather Technology, Kolkata",Information Technology,Round 2,6624,8009,WBJEE Seats,Home State,Open
"Goverment College of Engineering and Leather Technology, Kolkata",Information Technology,Round 2,18144,19439,WBJEE Seats,Home State,SC
"Goverment College of Engineering and Leather Technology, Kolkata",Information Technology,Round 2,73582,89352,WBJEE Seats,Home State,ST
"Goverment College of Engineering and Leather Technology, Kolkata",Information Technology (TFW),Round 2,6193,6967,WBJEE Seats,Home State,Tuition Fee Waiver
"Goverment College of Engineering and Leather Technology, Kolkata",Computer Science & Engineering,Round 2,10321,13141,WBJEE Seats,Home State,OBC - A
"Goverment College of Engineering and Leather Technology, Kolkata",Computer Science & Engineering,Round 2,6667,7417,WBJEE Seats,Home State,OBC - B
"Goverment College of Engineering and Leather Technology, Kolkata",Computer Science & Engineering,Round 2,8821,13652,WBJEE Seats,Home State,EWS
"Goverment College of Engineering and Leather Technology, Kolkata",Computer Science & Engineering,Round 2,2528,6166,WBJEE Seats,Home State,Open
"Goverment College of Engineering and Leather Technology, Kolkata",Computer Science & Engineering,Round 2,83264,83264,WBJEE Seats,Home State,Open (PwD)
"Goverment College of Engineering and Leather Technology, Kolkata",Computer Science & Engineering,Round 2,15577,16434,WBJEE Seats,Home State,SC
"Goverment College of Engineering and Leather Technology, Kolkata",Computer Science & Engineering,Round 2,58393,58393,WBJEE Seats,Home State,ST
"Goverment College of Engineering and Leather Technology, Kolkata",Computer Science & Engineering - TFW,Round 2,5242,5242,WBJEE Seats,Home State,Tuition Fee Waiver
"Siliguri Institute of Technology, Siliguri",Computer Science & Engineering (Artificial Intelligence And Machine Learning),Round 2,26671,26671,WBJEE Seats,All India,Open
"Siliguri Institute of Technology, Siliguri",Computer Science & Engineering (Artificial Intelligence And Machine Learning)  (TFW),Round 2,45980,46344,WBJEE Seats,Home State,Tuition Fee Waiver
"St. Thomas College of Engineering & Technology, Khidirpur, Kolkata",Information Technology,Round 2,85086,95226,WBJEE Seats,All India,Open
"St. Thomas College of Engineering & Technology, Khidirpur, Kolkata",Information Technology (TFW),Round 2,20157,23411,WBJEE Seats,Home State,Tuition Fee Waiver
"St. Thomas College of Engineering & Technology, Khidirpur, Kolkata",Computer Science & Engineering,Round 2,56202,85014,WBJEE Seats,All India,Open
"St. Thomas College of Engineering & Technology, Khidirpur, Kolkata",Computer Science & Engineering - TFW,Round 2,18321,19012,WBJEE Seats,Home State,Tuition Fee Waiver
"St. Thomas College of Engineering & Technology, Khidirpur, Kolkata",Electronics & Communication Engineering (TFW),Round 2,24586,26356,WBJEE Seats,Home State,Tuition Fee Waiver
"St. Thomas College of Engineering & Technology, Khidirpur, Kolkata",Artificial Intelligence And Machine Learning,Round 2,15983,98132,WBJEE Seats,All India,Open
Jadavpur University,Power Engineering,Round 2,845,914,WBJEE Seats,All India,Open
"Supreme Knowledge Foundation Group of Institutions, Mankundu, Hooghly",Computer Science & Engineering - TFW,Round 2,38447,46228,WBJEE Seats,Home State,Tuition Fee Waiver
"Supreme Knowledge Foundation Group of Institutions, Mankundu, Hooghly",Electronics & Communication Engineering (TFW),Round 2,44825,44825,WBJEE Seats,Home State,Tuition Fee Waiver
"Supreme Knowledge Foundation Group of Institutions, Mankundu, Hooghly",Computer Science & Engineering (Artificial Intelligence And Machine Learning)  (TFW),Round 2,41517,46842,WBJEE Seats,Home State,Tuition Fee Waiver
"Goverment College of Engineering and Leather Technology, Kolkata",Leather Technology,Round 2,34397,37886,WBJEE Seats,Home State,OBC - A
"Goverment College of Engineering and Leather Technology, Kolkata",Leather Technology,Round 2,21945,22447,WBJEE Seats,Home State,OBC - B
"Goverment College of Engineering and Leather Technology, Kolkata",Leather Technology,Round 2,34677,34677,WBJEE Seats,Home State,EWS
"Goverment College of Engineering and Leather Technology, Kolkata",Leather Technology,Round 2,13728,19667,WBJEE Seats,Home State,Open
"Goverment College of Engineering and Leather Technology, Kolkata",Leather Technology,Round 2,30041,33832,WBJEE Seats,Home State,SC
"Goverment College of Engineering and Leather Technology, Kolkata",Leather Technology,Round 2,79116,79116,WBJEE Seats,Home State,ST
"Goverment College of Engineering and Leather Technology, Kolkata",Leather Technology (TFW),Round 2,14986,14986,WBJEE Seats,Home State,Tuition Fee Waiver
"Govt. College of Engg. & Textile Technology, Berhampore",Electrical Engineering,Round 2,21063,25738,WBJEE Seats,Home State,OBC - A
"Govt. College of Engg. & Textile Technology, Berhampore",Electrical Engineering,Round 2,14370,16177,WBJEE Seats,Home State,OBC - B
"Govt. College of Engg. & Textile Technology, Berhampore",Electrical Engineering,Round 2,20515,23273,WBJEE Seats,Home State,EWS
"Govt. College of Engg. & Textile Technology, Berhampore",Electrical Engineering,Round 2,10983,13762,WBJEE Seats,Home State,Open
"Govt. College of Engg. & Textile Technology, Berhampore",Electrical Engineering,Round 2,26377,28765,WBJEE Seats,Home State,SC
"Govt. College of Engg. & Textile Technology, Berhampore",Electrical Engineering,Round 2,96950,96950,WBJEE Seats,Home State,ST
"Govt. College of Engg. & Textile Technology, Berhampore",Electrical Engineering (TFW),Round 2,13104,13104,WBJEE Seats,Home State,Tuition Fee Waiver
"Govt. College of Engg. & Textile Technology, Berhampore",Mechanical Engineering,Round 2,23852,26869,WBJEE Seats,Home State,OBC - A
"Govt. College of Engg. & Textile Technology, Berhampore",Mechanical Engineering,Round 2,18773,21095,WBJEE Seats,Home State,OBC - B
"Govt. College of Engg. & Textile Technology, Berhampore",Mechanical Engineering,Round 2,28448,32631,WBJEE Seats,Home State,EWS
"Swami Vivekananda Institute of Science & Technology, Sonarpur",Computer Science & Engineering - TFW,Round 2,33785,37893,WBJEE Seats,Home State,Tuition Fee Waiver
"Swami Vivekananda Institute of Science & Technology, Sonarpur",Electronics & Communication Engineering (TFW),Round 2,37164,41746,WBJEE Seats,Home State,Tuition Fee Waiver
"Swami Vivekananda Institute of Science & Technology, Sonarpur",Artificial Intelligence And Data Science (TFW),Round 2,38300,38300,WBJEE Seats,Home State,Tuition Fee Waiver
"Techno International New Town, Rajarhat, New Town",Information Technology (TFW),Round 2,25537,26883,WBJEE Seats,Home State,Tuition Fee Waiver
"Techno International New Town, Rajarhat, New Town",Computer Science & Engineering - TFW,Round 2,20798,24277,WBJEE Seats,Home State,Tuition Fee Waiver
"Techno International New Town, Rajarhat, New Town",Electronics & Communication Engineering (TFW),Round 2,27025,27025,WBJEE Seats,Home State,Tuition Fee Waiver
"Techno International New Town, Rajarhat, New Town",Computer Science & Engineering (Artificial Intelligence And Machine Learning)  (TFW),Round 2,22897,22897,WBJEE Seats,Home State,Tuition Fee Waiver
